,S11,S21,S31,S12,S22,S32,S13,S23,S33,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31
4.914,(-0.03035429487184978-0.0410711317675513j),(-0.8025561846031264+0.5943865514504526j),(7.597076915264646e-05+0.0001307145837984463j),(-0.8025561846031251+0.5943865514504519j),(-0.03043708289949788-0.04100984273001005j),(-5.479431913291748e-05-0.0001396447287390724j),(7.597076915268064e-05+0.0001307145837984556j),(-5.479431913290094e-05-0.0001396447287391074j),(0.9775167562738586-0.2108576686386774j),-25.836555990783427,-0.011342057639219302,-76.40964428101086,-126.46686286603865,143.47573215938007,59.83502498013861
4.915,(-0.03036519165254326-0.04107460885907078j),(-0.8024785538900596+0.5944905592320981j),(7.579642271594458e-05+0.0001303847366944462j),(-0.8024785538900582+0.5944905592320973j),(-0.030447888296655-0.04101337066611435j),(-5.467068009560638e-05-0.000139295552733592j),(7.579642271597844e-05+0.0001303847366944554j),(-5.467068009559e-05-0.0001392955527336267j),(0.9775075534884855-0.2109003277240329j),-25.834978970721142,-0.011346183430496393,-76.4310876485734,-126.47437431161781,143.4682863581296,59.82932312759234
4.916,(-0.03037608755396769-0.04107808152609325j),(-0.8024009111902254+0.5945945549875411j),(7.56231540820846e-05+0.0001300568910805441j),(-0.802400911190224+0.5945945549875404j),(-0.03045869336639402-0.04101689380126796j),(-5.454780746186369e-05-0.0001389484998088653j),(7.562315408211812e-05+0.0001300568910805533j),(-5.454780746184755e-05-0.0001389484998088997j),(0.9774983493040269-0.2109429842576055j),-25.83340278143307,-0.011350308570471139,-76.45245282336303,-126.48188518762906,143.46084069484218,59.82362132779375
4.917,(-0.03038698258999781-0.0410815497830308j),(-0.8023232564927026+0.5946985387315502j),(7.545095372229415e-05+0.0001297310292080154j),(-0.8023232564927013+0.5946985387315494j),(-0.03046949811757976-0.04102041215326421j),(-5.442569445769284e-05-0.0001386035511447651j),(7.545095372232729e-05+0.0001297310292080245j),(-5.442569445767688e-05-0.0001386035511447992j),(0.9774891437166517-0.2109856382585551j),-25.83182741909952,-0.011354433067320185,-76.47374026237722,-126.48939549882132,143.45339516834014,59.81791957823699
4.918,(-0.0303978767743349-0.04108501364412337j),(-0.8022455897867161+0.5948025104786998j),(7.527981222041427e-05+0.0001294071335379131j),(-0.8022455897867149+0.5948025104786993j),(-0.03048030255896268-0.04102392573968433j),(-5.430433438913806e-05-0.0001382606881436099j),(7.527981222044713e-05+0.0001294071335379223j),(-5.430433438912232e-05-0.0001382606881436436j),(0.977479936722574-0.2110282897458144j),-25.830252879944414,-0.011358556929119773,-76.49495041855026,-126.49690524988667,143.44594977745973,59.812217876434865
4.919,(-0.03040877012050928-0.04108847312344126j),(-0.8021679110616333+0.5949064702433732j),(7.510972027124324e-05+0.0001290851867379815j),(-0.8021679110616321+0.5949064702433726j),(-0.03049110669918067-0.04102743457790064j),(-5.418372064110739e-05-0.0001379198924268903j),(7.510972027127574e-05+0.0001290851867379906j),(-5.418372064109184e-05-0.0001379198924269237j),(0.9774707283180529-0.211070938738092j),-25.82867916023465,-0.011362680163846693,-76.51608374080114,-126.5044144454609,143.4385045210509,59.80651621991884
4.92,(-0.03041966264188277-0.0410919282348876j),(-0.8020902203069635+0.5950104180397638j),(7.494066867890802e-05+0.0001287651716796207j),(-0.8020902203069623+0.5950104180397632j),(-0.03050191054676056-0.04103093868507952j),(-5.406384667621539e-05-0.000137581145832051j),(7.494066867894018e-05+0.0001287651716796297j),(-5.406384667620007e-05-0.0001375811458320841j),(0.9774615184993911-0.2111135852538761j),-25.82710625627948,-0.011366802779386034,-76.53714067408066,-126.51192309012447,143.43105939797718,59.80081460623855
4.921,(-0.03043055435165125-0.04109537899220086j),(-0.8020125175123544+0.5951143538818802j),(7.477264835526353e-05+0.0001284470714349037j),(-0.802012517512353+0.5951143538818794j),(-0.03051271411011992-0.04103443807818455j),(-5.39447060336457e-05-0.0001372444304093276j),(7.477264835529534e-05+0.0001284470714349127j),(-5.394470603363056e-05-0.0001372444304093604j),(0.9774523072629355-0.2111562293114374j),-25.825534164429882,-0.01137092478352536,-76.55812165941822,-126.5194311884034,143.42361440711528,59.79511303296164
4.922,(-0.03044144526284699-0.04109882540895723j),(-0.8019348026675911+0.5952182777835464j),(7.460565031832214e-05+0.0001281308692736489j),(-0.8019348026675898+0.5952182777835456j),(-0.03052351739756848-0.04103793277397939j),(-5.382629232803475e-05-0.0001369097284186425j),(7.460565031835359e-05+0.0001281308692736579j),(-5.382629232801982e-05-0.000136909728418675j),(0.9774430946050751-0.2111988709288323j),-25.823962881077943,-0.011375046183962467,-76.5790271339674,-126.5269387447698,143.41616954735514,59.78941149767334
4.923,(-0.03045233538834112-0.04110226749857295j),(-0.8018570757625938+0.595322189758407j),(7.443966569070807e-05+0.0001278165486605403j),(-0.8018570757625926+0.5953221897584065j),(-0.03053432041730982-0.0410414227890307j),(-5.370859924837366e-05-0.0001365770223265513j),(7.443966569073921e-05+0.0001278165486605492j),(-5.370859924835894e-05-0.0001365770223265835j),(0.9774338805222414-0.211241510123906j),-25.822392402656277,-0.011379166988297626,-76.59985753105134,-126.53444576364298,143.40872481759956,59.78370999797636
4.924,(-0.03046322474084584-0.04110570527430672j),(-0.8017793367874162+0.5954260898199282j),(7.427468569814119e-05+0.0001275040932523008j),(-0.8017793367874149+0.5954260898199275j),(-0.03054512317744284-0.04104490813971108j),(-5.359162055693049e-05-0.0001362462948032457j),(7.427468569817198e-05+0.0001275040932523097j),(-5.359162055691598e-05-0.0001362462948032776j),(0.9774246650109073-0.2112841469142959j),-25.820822725637438,-0.011383287204039399,-76.62061328020714,-126.5419522493899,143.40128021676412,59.778008531490386
4.925,(-0.03047411333291689-0.04110913874926188j),(-0.8017015857322424+0.5955299779814005j),(7.411070166794458e-05+0.0001271934868949118j),(-0.801701585732241+0.5955299779814j),(-0.03055592568596332-0.04104838884220177j),(-5.34753500881898e-05-0.0001359175287196049j),(7.411070166797506e-05+0.0001271934868949207j),(-5.347535008817552e-05-0.0001359175287196365j),(0.9774154480675868-0.2113267813174342j),-25.81925384653332,-0.011387406838614285,-76.64129480722981,-126.54945820632628,143.3938357437769,59.772307095852014
4.926,(-0.03048500117695562-0.04111256793638873j),(-0.8016238225873865+0.5956338542559417j),(7.394770502758054e-05+0.0001268847136208841j),(-0.8016238225873851+0.5956338542559411j),(-0.03056672795076536-0.04105186491249548j),(-5.335978174781226e-05-0.0001355907071443023j),(7.394770502761064e-05+0.0001268847136208928j),(-5.335978174779817e-05-0.0001355907071443335j),(0.9774062296888341-0.2113694133505508j),-25.81768576189463,-0.011391525899356103,-76.66190253421549,-126.556963638717,143.38639139757842,59.766605688714364
4.927,(-0.03049588828521138-0.04111599284848672j),(-0.8015460473432898+0.5957377186564997j),(7.378568730320934e-05+0.000126577757646572j),(-0.8015460473432887+0.595737718656499j),(-0.0305775299796429-0.0410553363663991j),(-5.324490951161028e-05-0.0001352658133409574j),(7.378568730323906e-05+0.0001265777576465808j),(-5.324490951159637e-05-0.0001352658133409883j),(0.9773970098712433-0.2114120430306768j),-25.81611846831028,-0.01139564439350695,-76.6824368796041,-126.56446855077706,143.37894717712132,59.76090430774679
4.928,(-0.03050677466978357-0.04111941349820659j),(-0.8014682599905195+0.5958415711958537j),(7.362464011827464e-05+0.0001262726033695377j),(-0.8014682599905181+0.5958415711958529j),(-0.03058833178029111-0.04105880321953637j),(-5.313072742454289e-05-0.0001349428307653408j),(7.362464011830404e-05+0.0001262726033695465j),(-5.31307274245292e-05-0.0001349428307653714j),(0.9773877886114477-0.2114546703746469j),-25.814551962406888,-0.011399762328231693,-76.70289825822131,-126.5719729466722,143.37150308137035,59.75520295063475
4.929,(-0.03051766034262382-0.04112282989805256j),(-0.8013904605197661+0.5959454118866178j),(7.346455519211297e-05+0.0001259692353659592j),(-0.8013904605197647+0.595945411886617j),(-0.03059913336030779-0.04106226548735051j),(-5.301722959972745e-05-0.0001346217430626259j),(7.346455519214204e-05+0.0001259692353659679j),(-5.301722959971397e-05-0.0001346217430626562j),(0.9773785659061192-0.211497295399102j),-25.812986240848193,-0.011403879710605408,-76.72328708131994,-126.57947683051954,143.364059109302,59.749501615079424
4.93,(-0.0305285453155382-0.04112624206038436j),(-0.8013126489218426+0.5960492407412425j),(7.330542433858508e-05+0.0001256676383880799j),(-0.8013126489218413+0.5960492407412419j),(-0.03060993472719482-0.04106572318510676j),(-5.290441021746707e-05-0.0001343025340646849j),(7.330542433861381e-05+0.0001256676383880885j),(-5.290441021745381e-05-0.0001343025340647149j),(0.9773693417519677-0.2115399181204925j),-25.811421300334562,-0.011407996547624012,-76.7436037566209,-126.58698020638856,143.3566152599045,59.74380029879754
4.931,(-0.03053942960018909-0.04112964999741932j),(-0.8012348251876824+0.5961530577720183j),(7.314723946473416e-05+0.0001253677973617079j),(-0.801234825187681+0.5961530577720175j),(-0.03062073588835944-0.04106917632789496j),(-5.279226352429695e-05-0.0001339851877874369j),(7.314723946476252e-05+0.0001253677973617166j),(-5.279226352428392e-05-0.0001339851877874666j),(0.9773601161457407-0.2115825385550807j),-25.80985713760246,-0.011412112846195564,-76.76384868835322,-126.5944830783014,143.34917153217756,59.738098999521
4.932,(-0.03055031320809743-0.04113305372123439j),(-0.8011569893083372+0.5962568629910764j),(7.298999256946274e-05+0.000125069697383751j),(-0.8011569893083358+0.5962568629910757j),(-0.0306315368511157-0.04107262493063201j),(-5.268078383204423e-05-0.0001336696884282337j),(7.298999256949077e-05+0.0001250696973837596j),(-5.268078383203141e-05-0.0001336696884282631j),(0.9773508890842234-0.2116251567189435j),-25.80829374942393,-0.011416228613151846,-76.78402227729396,-126.60198545023377,143.34172792513237,59.732397714996836
4.933,(-0.03056119615064449-0.04113645324376813j),(-0.8010791412749763+0.5963606564103918j),(7.283367574223605e-05+0.0001247733237197995j),(-0.8010791412749747+0.596360656410391j),(-0.03064233762268564-0.04107606900806437j),(-5.256996551690646e-05-0.0001333560203632977j),(7.28336757422637e-05+0.000124773323719808j),(-5.256996551689387e-05-0.0001333560203633267j),(0.9773416605642361-0.211667772627975j),-25.806731132606103,-0.011420343855241629,-76.80412492080703,-126.60948732611554,143.33428443779107,59.72669644298683
4.934,(-0.03057207843907409-0.04113984857682266j),(-0.801001281078883+0.5964644380417857j),(7.267828116180364e-05+0.0001244786618017444j),(-0.8010012810788818+0.5964644380417851j),(-0.0306531382102007-0.04107950857477038j),(-5.245980301854311e-05-0.0001330441681451956j),(7.267828116183094e-05+0.0001244786618017529j),(-5.245980301853067e-05-0.0001330441681452242j),(0.9773324305826364-0.2117103862978892j),-25.805169283990676,-0.01142445857914126,-76.82415701288204,-126.61698870983145,143.32684106918703,59.7209951812673
4.935,(-0.03058296008449434-0.04114323973206561j),(-0.8009234087114564+0.5965682078969269j),(7.252380109494611e-05+0.0001241856972254415j),(-0.8009234087114551+0.5965682078969264j),(-0.03066393862070295-0.04108294364516272j),(-5.235029083918465e-05-0.0001327341165003616j),(7.252380109497307e-05+0.00012418569722545j),(-5.235029083917247e-05-0.00013273411650039j),(0.9773231991363169-0.2117529977442225j),-25.803608200453475,-0.011428572791439238,-76.84411894417208,-126.6244896052216,143.3193978183644,59.715293927628835
4.936,(-0.03059384109787962-0.04114662672103195j),(-0.800845524164206+0.5966719659873352j),(7.237022789523963e-05+0.0001238944157484096j),(-0.8008455241642046+0.5966719659873346j),(-0.03067473886114634-0.04108637423349069j),(-5.224142354275508e-05-0.0001324258503266572j),(7.237022789526622e-05+0.000123894415748418j),(-5.224142354274308e-05-0.0001324258503266852j),(0.977313966222205-0.2117956069823359j),-25.80204787890393,-0.011432686498651656,-76.86401110203128,-126.63199001608226,143.3119546843781,59.70959267987621
4.937,(-0.03060472149007243-0.04115000955512593j),(-0.8007676274287522+0.5967757123243818j),(7.221755400184352e-05+0.0001236048032875708j),(-0.8007676274287507+0.5967757123243809j),(-0.03068553893839792-0.04108980035384249j),(-5.213319575400977e-05-0.0001321193546909744j),(7.221755400186975e-05+0.0001236048032875791j),(-5.213319575399802e-05-0.0001321193546910021j),(0.9773047318372631-0.2118382140274182j),-25.80048831628462,-0.01143679970722702,-76.88383387055183,-126.63948994616632,143.30451166629356,59.70389143582803
4.938,(-0.03061560127178527-0.04115338824562284j),(-0.8006897184968245+0.5968794469192923j),(7.206577193830739e-05+0.0001233168459170274j),(-0.8006897184968232+0.5968794469192917j),(-0.03069633885923908-0.04109322202014751j),(-5.202560215768793e-05-0.0001318146148268791j),(7.206577193833328e-05+0.0001233168459170357j),(-5.202560215767637e-05-0.0001318146148269065j),(0.9772954959784868-0.2118808188944873j),-25.79892950957084,-0.011440912423531782,-76.90358763060021,-126.64698939918405,143.29706876318673,59.698190193316464
4.939,(-0.03062648045360235-0.04115676280367082j),(-0.8006117973602606+0.5969831697831499j),(7.191487431139737e-05+0.0001230305298658752j),(-0.8006117973602592+0.5969831697831491j),(-0.03070713863036673-0.04109663924617849j),(-5.191863749767847e-05-0.0001315116161322919j),(7.19148743114229e-05+0.0001230305298658835j),(-5.191863749766713e-05-0.0001315116161323189j),(0.9772862586429061-0.2119234215983937j),-25.797371455770097,-0.011445024653854182,-76.92327275985339,-126.65448837880352,143.28962597414375,59.69248895018722
4.94,(-0.03063735904598146-0.04116013324029264j),(-0.800533864011003+0.5970868809268944j),(7.176485380994364e-05+0.0001227458415160554j),(-0.8005338640110019+0.5970868809268938j),(-0.03071793825839443-0.04110005204555375j),(-5.181229657620087e-05-0.0001312103441672106j),(7.176485380996881e-05+0.0001227458415160636j),(-5.181229657618973e-05-0.0001312103441672373j),(0.9772770198275833-0.2119660221538218j),-25.7958141519217,-0.01144913640442455,-76.942889632834,-126.66198688865136,143.28218329826092,59.68678770429915
4.941,(-0.03064823705925572-0.04116349956638748j),(-0.8004559184410999+0.5971905803613274j),(7.161570320370478e-05+0.0001224627674002386j),(-0.8004559184410986+0.5971905803613267j),(-0.03072873774985365-0.04110346043173931j),(-5.170657425299814e-05-0.0001309107846514667j),(7.161570320372962e-05+0.0001224627674002468j),(-5.170657425298724e-05-0.0001309107846514932j),(0.9772677795296141-0.2120086205752931j),-25.794257595096308,-0.011453247681385342,-76.96243862094546,-126.6694849323132,143.27474073464458,59.6810864535241
4.942,(-0.03065911450363521-0.04116686179273257j),(-0.8003779606427016+0.597294268097112j),(7.146741534225345e-05+0.0001221812941997483j),(-0.8003779606427005+0.5972942680971113j),(-0.03073953711119476-0.04110686441805094j),(-5.160146544454489e-05-0.0001306129234625232j),(7.146741534227789e-05+0.0001221812941997565j),(-5.160146544453417e-05-0.0001306129234625492j),(0.9772585377461261-0.212051216877168j),-25.7927017823955,-0.011457358490823999,-76.9819200925063,-126.67698251333428,143.26729828241088,59.67538519574678
4.943,(-0.03066999138920874-0.04117021992998484j),(-0.8002999906080608+0.5973979441447754j),(7.13199831538781e-05+0.0001219014087425145j),(-0.8002999906080596+0.5973979441447748j),(-0.03075033634878821-0.04111026401765633j),(-5.149696512326678e-05-0.0001303167466333046j),(7.131998315390223e-05+0.0001219014087425226j),(-5.149696512325632e-05-0.0001303167466333303j),(0.9772492944742782-0.2120938110736477j),-25.791146710951356,-0.011461468838747822,-77.00133441278419,-126.68447963522011,143.25985594068575,59.66968392886444
4.944,(-0.03068086772594551-0.04117357398868271j),(-0.8002220083295304+0.5975016085147118j),(7.117339964450422e-05+0.0001216230980010631j),(-0.800222008329529+0.5975016085147112j),(-0.0307611354689257-0.04111365924357706j),(-5.139306831677384e-05-0.0001300222403500654j),(7.117339964452795e-05+0.0001216230980010712j),(-5.139306831676356e-05-0.0001300222403500908j),(0.9772400497112612-0.2121364031787772j),-25.789592377926024,-0.011465578731098469,-77.02068194402955,-126.69197630143682,143.25241370860462,59.66398265078674
4.945,(-0.03069174352369667-0.04117692397924759j),(-0.8001440137995616+0.597605261217182j),(7.10276578966333e-05+0.0001213463490905392j),(-0.8001440137995605+0.5976052612171815j),(-0.0307719344778211-0.04111705010869059j),(-5.128977010710643e-05-0.000129729390950294j),(7.102765789665666e-05+0.0001213463490905472j),(-5.128977010709638e-05-0.0001297293909503191j),(0.9772308034542964-0.2121789932064468j),-25.78803878051132,-0.011469688173754836,-77.03996304550839,-126.69947251541184,143.24497158531247,59.65828135943553
